--------- beginning of main
I/AwesomePlayer(  301): Could not offload audio decode, try pcm offload
I/MicrophoneInputStream(30467): mic_started com.google.android.apps.gsa.speech.audio.x@24758ddd
V/msm8974_platform(  301): platform_update_usecase_from_source: input source :6
V/audio_hw_primary(  301): start_input_stream: enter: usecase(7)
V/voice   (  301): voice_check_and_set_incall_rec_usecase: voice call not active
V/audio_hw_primary(  301): start_input_stream: usecase(7)
D/PreProcess(  301): new SamsungRecord
D/PreProcess(  301): new NS
I/samsungRecord(  301): [samsungrecord] SamsungRecInit 
I/samsungRecord(  301): [samsungrecordMIC]Use HardCoding Values
E/samsungRecord(  301): miccalib file can't created. (/data/snd/miccalib.txt)
I/samsungRecord(  301): 1
D/SamsungRecord_NS(  301): [SamsungRecord_NS] Init SR 16000
D/SamsungRecord_NS(  301): [SamsungRecord_NS] getLevel inputsource 6, ret_level 3
V/audio_hw_primary(  301): select_devices: ENTER
V/audio_hw_primary(  301): select_devices: usecase(normal)
V/audio_hw_primary(  301): select_devices: usecase(PCM_CAPTURE)
V/msm8974_platform(  301): platform_get_input_snd_device: enter: out_device(0) in_device(0x4)
V/msm8974_platform(  301): get_INPUT_snd_device: check by Input_source(6)
V/msm8974_platform(  301): platform_get_input_snd_device_by_source: enter: out_device(0) in_device(0x4)
V/msm8974_platform(  301): get_INPUT_snd_device: AUDIO_SOURCE_VOICE_RECOGNITION
V/msm8974_platform(  301): platform_get_input_snd_device: exit: in_snd_device(vr-main-mic)
D/audio_hw_primary(  301): select_devices: out_snd_device(0: dummy)
D/audio_hw_primary(  301): select_devices: in_snd_device(137: vr-main-mic)
D/ACDB-LOADER(  301): ACDB -> send_audio_cal, acdb_id = 53, path =  1
D/ACDB-LOADER(  301): ACDB -> send_adm_topology
D/ACDB-LOADER(  301): ACDB -> ACDB_CMD_GET_AUDPROC_COMMON_TOPOLOGY_ID
D/ACDB-LOADER(  301): ACDB -> send_asm_topology
D/ACDB-LOADER(  301): ACDB -> ACDB_CMD_GET_AUDPROC_STREAM_TOPOLOGY_ID
D/ACDB-LOADER(  301): ACDB -> send_audtable
D/ACDB-LOADER(  301): ACDB -> ACDB_CMD_GET_AUDPROC_COMMON_TABLE
D/        (  301): ACDBFILE_MGR:Read the devices count as zero, please check the acdb file
D/ACDB-LOADER(  301): ACDB -> AUDIO_SET_AUDPROC_CAL
D/ACDB-LOADER(  301): ACDB -> send_audvoltable
D/ACDB-LOADER(  301): ACDB -> ACDB_CMD_GET_AUDPROC_GAIN_DEP_STEP_TABLE
D/        (  301): ACDBFILE_MGR:Read the devices count as zero, please check the acdb file
D/        (  301): Failed to fetch the lookup information of the device 00000035 
E/ACDB-LOADER(  301): Error: ACDB AudProc vol returned = -19
D/ACDB-LOADER(  301): ACDB -> AUDIO_SET_AUDPROC_VOL_CAL
D/ACDB-LOADER(  301): ACDB -> AUDIO_SET_AFE_CAL
V/audio_hw_primary(  301): enable_snd_device: snd_device(137: vr-main-mic, vr-main-mic)
D/audio_route(  301): ++++ audio_route_update_mixer ==============
D/audio_route(  301): Setting mixer control: DEC2 Volume
D/audio_route(  301): Setting mixer control: value: 106
D/audio_route(  301): Setting mixer control: SLIM TX7 MUX, value: 9
D/audio_route(  301): Setting mixer control: AIF1_CAP Mixer SLIM TX7
D/audio_route(  301): Setting mixer control: value: 1
D/audio_route(  301): Setting mixer control: DEC2 MUX, value: 1
D/audio_route(  301): ------ audio_route_update_mixer ==============
V/audio_hw_primary(  301): enable_audio_route: enter: usecase(7)
V/audio_hw_primary(  301): enable_audio_route: apply mixer path: audio-record
D/audio_route(  301): ++++ audio_route_update_mixer ==============
D/audio_route(  301): Setting mixer control: MultiMedia1 Mixer SLIM_0_TX
D/audio_route(  301): Setting mixer control: value: 1
D/audio_route(  301): ------ audio_route_update_mixer ==============
V/audio_hw_primary(  301): enable_audio_route: exit
V/audio_hw_primary(  301): start_input_stream: Opening PCM device card_id(0) device_id(0), channels 1
V/audio_hw_primary(  301): start_input_stream: exit
D/SurfaceWidget.Renderer(19387): [237392/6] SurfaceWidget drawing first frame
D/SurfaceWidget.Renderer(19387): [237392/6] SurfaceWidget drawing first frame
I/WebViewFactory(20653): Loading com.google.android.webview version 45.0.2454.95 (code 246109500)
D/ResourcesManager(20653): creating new AssetManager and set to /data/app/com.google.android.webview-1/base.apk
I/HotwordWorkerImpl(30467): onReady
V/AudioPolicyManager(  301): stopOutput() output 4, stream 1, session 4109
V/AudioPolicyManager(  301): changeRefCount() stream 1, count 2
I/cr.library_loader(20653): Time to load native libraries: 8 ms (timestamps 5229-5237)
I/cr.library_loader(20653): Expected native library version number "", actual native library version number ""
D/PanelView( 1206): mClearAll.setVisibility - mIsFullyOpened : false isShade : true mHasNotification : true mIsUpwardFling : false mQsFullyExpanded : false isShadeLocked : false mClearAllVisible : true
D/ResourcesManager(20591): creating new AssetManager and set to /system/priv-app/TouchWizHome_K/TouchWizHome_K.apk
W/art     (20653): Attempt to remove local handle scope entry from IRT, ignoring
D/StatusBar.NetworkController( 1206): refreshSignalCluster - setNWBoosterIndicators(false)
D/StatusBar.NetworkController( 1206): applyJPN
D/StatusBar.NetworkController( 1206): refreshSignalCluster - setNWBoosterIndicators(false)
D/StatusBar.NetworkController( 1206): applyJPN
D/StatusBar.NetworkController( 1206): refreshSignalCluster - setNWBoosterIndicators(false)
D/StatusBar.NetworkController( 1206): applyJPN
D/StatusBar.NetworkController( 1206): refreshSignalCluster - setNWBoosterIndicators(false)
D/StatusBar.NetworkController( 1206): applyJPN
E/Zygote  (20722): MountEmulatedStorage()
E/Zygote  (20722): v2
I/SELinux (20722): Function: selinux_compare_spd_ram, SPD-policy is existed. and_ver=SEPF_SCL23_5.0 ver=27
I/SELinux (20722): Function: selinux_compare_spd_ram , priority [1] , priority version is VE=SEPF_SCL23_5.0_0027
E/SELinux (20722): [DEBUG] get_category: variable seinfo: default sensitivity: NULL, cateogry: NULL
D/TimaKeyStoreProvider(20722): TimaSignature is unavailable
D/ActivityThread(20722): Added TimaKeyStore provider
D/ResourcesManager(20722): creating new AssetManager and set to /system/app/AuOneMarket/AuOneMarket.apk
D/StatusBar.NetworkController( 1206): onSignalStrengthsChanged signalStrength=SignalStrength: 99 99 -120 -160 -120 -1 -1 99 2147483647 2147483647 2147483647 -1 2147483647 0x0 cdma level=0
D/InputReader(  869): Input event: value=1
I/InputReader(  869): Touch event's action is 0x0 (deviceType=0) [pCnt=1, s=0.7880 ] when=156245900717000
I/InputDispatcher(  869): Delivering touch to (1206): action: 0x4, toolType: 1
I/InputDispatcher(  869): Delivering touch to (1459): action: 0x0, toolType: 1
I/InputDispatcher(  869): Delivering touch to (1335): action: 0x0, toolType: 1
D/ViewRootImpl( 1459): ViewPostImeInputStage ACTION_DOWN
V/AudioPolicyManager(  301): stopOutput() output 4, stream 1, session 4111
V/AudioPolicyManager(  301): changeRefCount() stream 1, count 1
D/InputReader(  869): Input event: value=0
I/InputReader(  869): Touch event's action is 0x1 (deviceType=0) [pCnt=1, s=] when=156245998786000
I/InputDispatcher(  869): Delivering touch to (1459): action: 0x1, toolType: 1
I/InputDispatcher(  869): Delivering touch to (1335): action: 0x1, toolType: 1
I/AudioPolicyManager(  301): getAudioPolicyConfig: situation=1;device=0
I/AudioPolicyManager(  301): getSituationVolume: isBTConnected:0 isHeadConnected:0
V/AudioPolicyManager(  301): deviceInt = 0, situationInt = 1, situationVolume = 1.000000
V/AudioPolicyManager(  301): getOutput() device 2, stream 1, samplingRate 0, format 0, channelMask 0, flags 3
V/AudioPolicyManager(  301): getOutputsForDevice device 0002 -> 0002
V/AudioPolicyManager(  301): getOutput() returns output 2
V/AudioPolicyManager(  301): getOutput() device 2, stream 1, samplingRate 0, format 0, channelMask 0, flags 3
V/AudioPolicyManager(  301): getOutputsForDevice device 0002 -> 0002
V/AudioPolicyManager(  301): getOutput() returns output 2
V/AudioPolicyManager(  301): getOutputForAttr() usage=13, content=4, tag= flags=00000000
V/AudioPolicyManager(  301): getOutputForAttr() device 2, samplingRate 48000, format 1, channelMask 1, flags 4
V/AudioPolicyManager(  301): getOutputsForDevice device 0002 -> 0002
V/AudioPolicyManager(  301): selectOutput() commonFlags for output 4, 0001
V/AudioPolicyManager(  301): getOutput() returns output 4
V/AudioPolicyManager(  301): stopOutput() output 4, stream 1, session 4110
V/AudioPolicyManager(  301): changeRefCount() stream 1, count 0
V/AudioPolicyManager(  301): getNewOutputDevice() selected device 0
V/AudioPolicyManager(  301): setOutputDevice() output 4 device 0000 delayMs 100
V/AudioPolicyManager(  301): setOutputDevice() prevDevice 0002
V/AudioPolicyManager(  301): setOutputDevice() setting same device 0000 or null device for output 4
W/linker  (20722): libKSLSYSTEM_B001.so has text relocations. This is wasting memory and prevents security hardening. Please fix.
V/AudioPolicyManager(  301): startOutput() output 4, stream 1, session 4115
V/AudioPolicyManager(  301): changeRefCount() stream 1, count 1
V/AudioPolicyManager(  301): getNewOutputDevice() selected device 2
V/AudioPolicyManager(  301): setOutputDevice() output 4 device 0002 delayMs 0
V/AudioPolicyManager(  301): setOutputDevice() prevDevice 0002
V/AudioPolicyManager(  301): setOutputDevice() setting same device 0002 or null device for output 4
W/SearchService(30467): Abort, client detached.
V/AudioPolicyManager(  301): releaseOutput() 4
I/AudioService(  869): getStreamVolume 3 index 30
D/SurfaceWidgetClient$ISurfaceWidgetStub(19387): [237392/6] Surface widget pause on instance = 1
I/HotwordDetector(30467): Closing mic
D/weathernewsjp(19387): [KK WeatherNewsPhone]>>> SWW:242 [0:0] [SWW] onPause : instance = 1
D/weathernewsjp(19387): [KK WeatherNewsPhone]>>> SWW:257 [0:0] onPause : size = 0
I/MicrophoneInputStream(30467): mic_close com.google.android.apps.gsa.speech.audio.x@24758ddd
D/weathernewsjp(19387): [KK WeatherNewsPhone]>>> SWW:549 [0:0]  unRegisterTTReceiver !! 
D/weathernewsjp(19387): [KK WeatherNewsPhone]>>> WR:133 [0:0] onPause
D/weathernewsjp(19387): [KK WeatherNewsPhone]>>> SM:540 [0:0] onPause
V/AudioPolicyManager(  301): stopInput() input 4114
V/AudioPolicyManager(  301): releaseInput() 4114
V/AudioPolicyManager(  301): closeInput(4114)
I/MicroRecognitionRnrImpl(30467): Detection finished
I/MicroRecognitionRnrImpl(30467): Stopping hotword detection.
V/audio_hw_primary(  301): in_standby: enter
V/audio_hw_primary(  301): stop_input_stream: enter: usecase(7: audio-record)
V/audio_hw_primary(  301): disable_audio_route: enter: usecase(7)
V/audio_hw_primary(  301): disable_audio_route: reset mixer path: audio-record
D/audio_route(  301): ++++ audio_route_update_mixer ==============
D/audio_route(  301): Setting mixer control: MultiMedia1 Mixer SLIM_0_TX
D/audio_route(  301): Setting mixer control: value: 0
D/audio_route(  301): ------ audio_route_update_mixer ==============
V/audio_hw_primary(  301): disable_audio_route: exit
V/audio_hw_primary(  301): disable_snd_device: snd_device(137: vr-main-mic)
D/audio_route(  301): ++++ audio_route_update_mixer ==============
D/audio_route(  301): Setting mixer control: DEC2 Volume
D/audio_route(  301): Setting mixer control: value: 0
D/audio_route(  301): Setting mixer control: SLIM TX7 MUX, value: 0
D/audio_route(  301): Setting mixer control: AIF1_CAP Mixer SLIM TX7
D/audio_route(  301): Setting mixer control: value: 0
D/audio_route(  301): Setting mixer control: DEC2 MUX, value: 0
D/audio_route(  301): ------ audio_route_update_mixer ==============
V/audio_hw_primary(  301): stop_input_stream: exit: status(0)
V/audio_hw_primary(  301): in_standby: exit:  status(0)
V/audio_hw_primary(  301): adev_close_input_stream
V/audio_hw_primary(  301): in_standby: enter
V/audio_hw_primary(  301): in_standby: exit:  status(0)
E/audio_hw_primary(  301): adev_close_input_stream, set jack_in to null
V/AudioPolicyManager(  301): releaseInput() exit
V/UserPresentBroadcastReceiver( 2040): Received Intent { act=android.intent.action.USER_PRESENT flg=0x24000010 cmp=com.google.android.gms/.auth.trustagent.UserPresentBroadcastReceiver }.
E/Zygote  (20797): MountEmulatedStorage()
E/Zygote  (20797): v2
V/AudioPolicyManager(  301): stopOutput() output 4, stream 1, session 4115
V/AudioPolicyManager(  301): changeRefCount() stream 1, count 0
V/AudioPolicyManager(  301): getNewOutputDevice() selected device 0
V/AudioPolicyManager(  301): setOutputDevice() output 4 device 0000 delayMs 100
V/AudioPolicyManager(  301): setOutputDevice() prevDevice 0002
V/AudioPolicyManager(  301): setOutputDevice() setting same device 0000 or null device for output 4
I/SELinux (20797): Function: selinux_compare_spd_ram, SPD-policy is existed. and_ver=SEPF_SCL23_5.0 ver=27
I/SELinux (20797): Function: selinux_compare_spd_ram , priority [1] , priority version is VE=SEPF_SCL23_5.0_0027
E/SELinux (20797): [DEBUG] get_category: variable seinfo: release sensitivity: NULL, cateogry: NULL
D/StatusBar.NetworkController( 1206): refreshSignalCluster - setNWBoosterIndicators(false)
D/StatusBar.NetworkController( 1206): applyJPN
D/StatusBar.NetworkController( 1206): refreshSignalCluster - setNWBoosterIndicators(false)
D/StatusBar.NetworkController( 1206): applyJPN
D/StatusBar.NetworkController( 1206): refreshSignalCluster - setNWBoosterIndicators(false)
D/StatusBar.NetworkController( 1206): applyJPN
D/StatusBar.NetworkController( 1206): refreshSignalCluster - setNWBoosterIndicators(false)
D/StatusBar.NetworkController( 1206): applyJPN
D/TimaKeyStoreProvider(20797): TimaSignature is unavailable
D/ActivityThread(20797): Added TimaKeyStore provider
D/ResourcesManager(20797): creating new AssetManager and set to /data/app/com.sec.android.app.shealth-1/base.apk
D/SurfaceWidgetClient$ISurfaceWidgetStub(19387): [237392/6] Surface widget visibility changed visibility = false on instance = 1
I/MultiDex(20797): VM with version 2.1.0 has multidex support
I/MultiDex(20797): install
I/MultiDex(20797): VM has multidex support, MultiDex support library is disabled.
I/MultiDex(20797): install
I/MultiDex(20797): VM has multidex support, MultiDex support library is disabled.
D/Receiver_Screen(20797): ACTION_USER_PRESENT
E/Zygote  (20826): MountEmulatedStorage()
E/Zygote  (20826): v2
I/SELinux (20826): Function: selinux_compare_spd_ram, SPD-policy is existed. and_ver=SEPF_SCL23_5.0 ver=27
I/SELinux (20826): Function: selinux_compare_spd_ram , priority [1] , priority version is VE=SEPF_SCL23_5.0_0027
D/StatusBar( 1206): ----- contentsUnchanged : true, bigContentsUnchanged - true, headsUpContentsUnchanged - true , publicUnchanged true
E/SELinux (20826): [DEBUG] get_category: variable seinfo: shared sensitivity: NULL, cateogry: NULL
D/PersonaManager( 1206): isKioskContainerExistOnDevice
D/PersonaManager( 1206): isKioskContainerExistOnDevice
I/PhoneStatusBar( 1206): Icon Only
D/KeyguardUpdateMonitor( 1206): updateCMASText( show = false )
D/PanelView( 1206): There is/are notification(s) 
D/PanelView( 1206): kidsfalse mQsExpansionEnabled:true
D/KeyguardUpdateMonitor( 1206): updateCMASText( show = false )
D/PanelView( 1206): There is/are notification(s) 
D/PersonaManager( 1206): isKioskContainerExistOnDevice
I/PhoneStatusBar( 1206): Icon Only
D/KeyguardUpdateMonitor( 1206): updateCMASText( show = false )
D/PanelView( 1206): There is/are notification(s) 
D/PanelView( 1206): kidsfalse mQsExpansionEnabled:true
D/KeyguardUpdateMonitor( 1206): updateCMASText( show = false )
D/TimaKeyStoreProvider(20826): TimaSignature is unavailable
D/ActivityThread(20826): Added TimaKeyStore provider
D/ResourcesManager(20826): creating new AssetManager and set to /system/priv-app/SecContacts/SecContacts.apk
D/PanelView( 1206): mClearAll.setVisibility - mIsFullyOpened : false isShade : true mHasNotification : true mIsUpwardFling : false mQsFullyExpanded : false isShadeLocked : false mClearAllVisible : true
D/HealthDataStore(20797): Service for HealthDataStore is connected
D/HealthDataStore(20797): HealthConnectionErrorResult code : 9
D/HealthConsole(20797): Service for HealthDataConsole is connected
D/HealthDataStore(20797): Trying to connect with Health Service fails (error code: 9)
E/HealthDataStore(20797): disconnectService : IllegalArgumentException
D/VisualEffectParticleEffect( 1206): releaseSound
V/AudioPolicyManager(  301): releaseOutput() 4
V/AudioPolicyManager(  301): releaseOutput() 4
V/AudioPolicyManager(  301): releaseOutput() 4
I/SQLiteSecureOpenHelper(20797): getWritableDatabase(pwd)
I/SQLiteSecureOpenHelper(20797): getDatabaseLocked(b,b,pwd)...
I/SQLiteSecureOpenHelper(20797): Open SecureHealthData.db in secure mode
I/SQLiteSecureOpenHelper(20797): ...getDatabaseLocked(b,b,pwd)
D/SQLiteSecureOpenHelper(20797): ...getDatabaseLocked(b,b,pwd)
I/SQLiteSecureOpenHelper(20797): getWritableDatabase(pwd)
I/SQLiteSecureOpenHelper(20797): getDatabaseLocked(b,b,pwd)...
I/SQLiteSecureOpenHelper(20797): getWritableDatabase(pwd)
I/SQLiteSecureOpenHelper(20797): getDatabaseLocked(b,b,pwd)...
I/SQLiteSecureOpenHelper(20797): getWritableDatabase(pwd)
I/SQLiteSecureOpenHelper(20797): getDatabaseLocked(b,b,pwd)...
I/SQLiteSecureOpenHelper(20797): Open HealthFramework.db in secure mode
I/wpa_supplicant( 1291): nl80211: Received scan results (36 BSSes)
I/SQLiteSecureOpenHelper(20797): ...getDatabaseLocked(b,b,pwd)
D/SQLiteSecureOpenHelper(20797): ...getDatabaseLocked(b,b,pwd)
D/EasySignUpManager_1.15.0305(20826): serviceId : 0, features : -1
D/InputReader(  869): Input event: value=1
I/InputReader(  869): Touch event's action is 0x0 (deviceType=0) [pCnt=1, s=0.7881 ] when=156246975559000
D/SecContentProvider2(  869): uri = 18 selection = isCopyContactToSimAllowed
D/SecContentProvider2(  869): mCursor = null
I/InputDispatcher(  869): Delivering touch to (1206): action: 0x4, toolType: 1
I/InputDispatcher(  869): Delivering touch to (1459): action: 0x0, toolType: 1
I/InputDispatcher(  869): Delivering touch to (1335): action: 0x0, toolType: 1
D/ViewRootImpl( 1459): ViewPostImeInputStage ACTION_DOWN
D/SecContentProvider2(  869): isCopyContactToSimAllowed = true
E/Zygote  (20858): MountEmulatedStorage()
E/Zygote  (20858): v2
E/Zygote  (20864): MountEmulatedStorage()
E/Zygote  (20864): v2
W/System.err(20722): java.io.IOException
I/SELinux (20858): Function: selinux_compare_spd_ram, SPD-policy is existed. and_ver=SEPF_SCL23_5.0 ver=27
I/SELinux (20858): Function: selinux_compare_spd_ram , priority [1] , priority version is VE=SEPF_SCL23_5.0_0027
W/System.err(20722): 	at com.kddi.market.util.KSLUtil.read(KSLUtil.java:432)
W/System.err(20722): 	at com.kddi.market.util.KSLUtil.readAgain(KSLUtil.java:381)
W/System.err(20722): 	at com.kddi.market.util.KSLUtil.readToKsfHashMap(KSLUtil.java:469)
W/System.err(20722): 	at com.kddi.market.util.KSLUtil.readToKsfHashMapSimple(KSLUtil.java:501)
W/System.err(20722): 	at com.kddi.market.service.Restarter.loadCpKeyAndSecret(Restarter.java:452)
W/System.err(20722): 	at com.kddi.market.service.Restarter.loadAuthInfo(Restarter.java:128)
W/System.err(20722): 	at com.kddi.market.service.Restarter.access$1(Restarter.java:126)
W/System.err(20722): 	at com.kddi.market.service.Restarter$1.taskEndCallback(Restarter.java:117)
W/System.err(20722): 	at com.kddi.market.logic.LogicBase.callTaskEnd(LogicBase.java:407)
W/System.err(20722): 	at com.kddi.market.logic.LogicReadSaveData.onPostExecuteLogic(LogicReadSaveData.java:51)
W/System.err(20722): 	at com.kddi.market.logic.LogicBase.onPostExecute(LogicBase.java:378)
W/System.err(20722): 	at com.kddi.market.logic.LogicBase.onPostExecute(LogicBase.java:1)
W/System.err(20722): 	at android.os.AsyncTask.finish(AsyncTask.java:632)
W/System.err(20722): 	at android.os.AsyncTask.access$600(AsyncTask.java:177)
W/System.err(20722): 	at android.os.AsyncTask$InternalHandler.handleMessage(AsyncTask.java:645)
W/System.err(20722): 	at android.os.Handler.dispatchMessage(Handler.java:102)
W/System.err(20722): 	at android.os.Looper.loop(Looper.java:145)
W/System.err(20722): 	at android.app.ActivityThread.main(ActivityThread.java:5835)
W/System.err(20722): 	at java.lang.reflect.Method.invoke(Native Method)
W/System.err(20722): 	at java.lang.reflect.Method.invoke(Method.java:372)
W/System.err(20722): 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:1399)
W/System.err(20722): 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:1194)
I/SELinux (20864): Function: selinux_compare_spd_ram, SPD-policy is existed. and_ver=SEPF_SCL23_5.0 ver=27
I/SELinux (20864): Function: selinux_compare_spd_ram , priority [1] , priority version is VE=SEPF_SCL23_5.0_0027
E/SELinux (20864): [DEBUG] get_category: variable seinfo: shared sensitivity: NULL, cateogry: NULL
E/SELinux (20858): [DEBUG] get_category: variable seinfo: platform sensitivity: NULL, cateogry: NULL
D/InputReader(  869): Input event: value=0
I/InputReader(  869): Touch event's action is 0x1 (deviceType=0) [pCnt=1, s=] when=156247063266000
I/InputDispatcher(  869): Delivering touch to (1459): action: 0x1, toolType: 1
I/InputDispatcher(  869): Delivering touch to (1335): action: 0x1, toolType: 1
I/AudioPolicyManager(  301): getAudioPolicyConfig: situation=1;device=0
I/AudioPolicyManager(  301): getSituationVolume: isBTConnected:0 isHeadConnected:0
V/AudioPolicyManager(  301): deviceInt = 0, situationInt = 1, situationVolume = 1.000000
V/AudioPolicyManager(  301): getOutput() device 2, stream 1, samplingRate 0, format 0, channelMask 0, flags 3
V/AudioPolicyManager(  301): getOutputsForDevice device 0002 -> 0002
V/AudioPolicyManager(  301): getOutput() returns output 2
V/AudioPolicyManager(  301): getOutput() device 2, stream 1, samplingRate 0, format 0, channelMask 0, flags 3
V/AudioPolicyManager(  301): getOutputsForDevice device 0002 -> 0002
V/AudioPolicyManager(  301): getOutput() returns output 2
V/AudioPolicyManager(  301): getOutputForAttr() usage=13, content=4, tag=v4/listtext_appsetting.pngPK
V/AudioPolicyManager(  301):  flags=00000000
V/AudioPolicyManager(  301): getOutputForAttr() device 2, samplingRate 48000, format 1, channelMask 1, flags 4
V/AudioPolicyManager(  301): getOutputsForDevice device 0002 -> 0002
V/AudioPolicyManager(  301): selectOutput() commonFlags for output 4, 0001
V/AudioPolicyManager(  301): getOutput() returns output 4
V/AudioPolicyManager(  301): startOutput() output 4, stream 1, session 4116
V/AudioPolicyManager(  301): changeRefCount() stream 1, count 1
V/AudioPolicyManager(  301): getNewOutputDevice() selected device 2
V/AudioPolicyManager(  301): setOutputDevice() output 4 device 0002 delayMs 0
V/AudioPolicyManager(  301): setOutputDevice() prevDevice 0002
V/AudioPolicyManager(  301): setOutputDevice() setting same device 0002 or null device for output 4
V/AudioPolicyManager(  301): releaseOutput() 4
D/TimaKeyStoreProvider(20864): TimaSignature is unavailable
D/ActivityThread(20864): Added TimaKeyStore provider
D/ResourcesManager(20826): creating new AssetManager and set to /data/app/com.facebook.katana-2/base.apk
D/TimaKeyStoreProvider(20858): TimaSignature is unavailable
D/ActivityThread(20858): Added TimaKeyStore provider
D/ResourcesManager(20864): creating new AssetManager and set to /system/priv-app/SecContactsProvider/SecContactsProvider.apk
I/Timeline( 1459): Timeline: Activity_launch_request id:jp.co.hoanggaru time:156247123
E/PersonaManagerService(  869): inState():  stateMachine is null !!
I/PersonaManagerService(  869): PersonaId don't exist
I/ActivityManager(  869): do not start freezing screen for locked container getKeyguardshowstate = false
D/ResourcesManager(20858): creating new AssetManager and set to /system/priv-app/SecGallery2014/SecGallery2014.apk
D/ResourcesManager(  869): creating new AssetManager and set to /data/app/jp.co.hoanggaru-1/base.apk
D/Launcher.HomeView( 1459): onPause
D/Launcher( 1459): Launcher::setSystemUiTransparency(): getSystemUiVisibility() after setting  = 40000000
V/WindowOrientationListener(  869): mSContextAutoRotationListener.getProposedRotation, mbResultFaceDectection: false
V/WindowOrientationListener(  869): mSContextAutoRotationListener.getProposedRotation, Rotation: -1
V/WindowOrientationListener(  869): mSContextAutoRotationListener.getProposedRotation, mbResultFaceDectection: false
V/WindowOrientationListener(  869): mSContextAutoRotationListener.getProposedRotation, Rotation: -1
D/InputDispatcher(  869): setInputDispatchMode: enabled=1, frozen=1
I/SurfaceFlinger(  257): id=1925 createSurf (1080x1920),2 flag=4, ScreenshotSurface
D/ResourcesManager(20864): creating new AssetManager and set to /system/app/UserDictionaryProvider/UserDictionaryProvider.apk
W/ResourceType(20826): For resource 0x7f020a66, entry index(2662) is beyond type entryCount(740)
W/ResourceType(20826): Failure getting entry for 0x7f020a66 (t=1 e=2662) (error -75)
W/ResourceType(20826): For resource 0x7f020ab8, entry index(2744) is beyond type entryCount(740)
W/ResourceType(20826): Failure getting entry for 0x7f020ab8 (t=1 e=2744) (error -75)
I/SurfaceFlinger(  257): Disp[0] Orientation 0=>1
E/JavaBinder(  869): !!! FAILED BINDER TRANSACTION !!!
E/JavaBinder(  869): !!! FAILED BINDER TRANSACTION !!!
D/ResourcesManager(20826): creating new AssetManager and set to /system/app/ChatON_MARKET/ChatON_MARKET.apk
I/InputReader(  869): Reconfiguring input devices.  changes=0x00000004
I/InputReader(  869): Device reconfigured: id=11, name='sec_touchscreen', size 1080x1920, orientation 1, mode 1, display id 0
I/InputReader(  869): Reconfiguring input devices.  changes=0x00000004
D/VolumePanel( 1206): ===== Start onConfigurationChanged =====
D/VolumePanel( 1206): onConfigurationChanged : call updateLayout
D/VolumePanel( 1206): ===== Start updateLayout =====
D/StatusBar-QSPanel( 1206): updateButtonInfo mButtonWidth : 234 mColumns:8 orien: 2 displayWidth:1872
D/KeyguardUpdateMonitor( 1206): updateCMASText( show = false )
D/PanelView( 1206): There is/are notification(s) 
V/AudioPolicyManager(  301): stopOutput() output 4, stream 1, session 4116
V/AudioPolicyManager(  301): changeRefCount() stream 1, count 0
V/AudioPolicyManager(  301): getNewOutputDevice() selected device 0
V/AudioPolicyManager(  301): setOutputDevice() output 4 device 0000 delayMs 100
V/AudioPolicyManager(  301): setOutputDevice() prevDevice 0002
V/AudioPolicyManager(  301): setOutputDevice() setting same device 0000 or null device for output 4
D/StatusBar-QSPanel( 1206): setSingleLine:true
D/StatusBar-QSPanel( 1206): updateButtonInfo mButtonWidth : 234 mColumns:8 orien: 2 displayWidth:1872
D/StatusBar-QSPanel( 1206): setSingleLine height:0
D/VisualEffectParticleEffect( 1206): onConfigurationChanged
D/VisualEffectParticleEffect( 1206): resetOrientation
D/VisualEffectParticleEffect( 1206): stage : 1920.0 x 1080.0
D/ResourcesManager(20826): creating new AssetManager and set to /data/app/com.google.android.apps.plus-1/base.apk
E/SurfaceFlinger(  257): rejecting buffer: bufWidth=1080, bufHeight=1920, front.active.{w=1920, h=1080}
I/Adreno-EGL( 1335): <qeglDrvAPI_eglInitialize:410>: EGL 1.4 QUALCOMM build:  ()
I/Adreno-EGL( 1335): OpenGL ES Shader Compiler Version: E031.25.01.03
I/Adreno-EGL( 1335): Build Date: 03/03/15 Tue
I/Adreno-EGL( 1335): Local Branch: LA.BF.1.1_RB1_20150108_025_1077123_1158499
I/Adreno-EGL( 1335): Remote Branch: 
I/Adreno-EGL( 1335): Local Patches: 
I/Adreno-EGL( 1335): Reconstruct Branch: 
E/lowmemorykiller(  254): Error opening /proc/18285/oom_score_adj; errno=2
D/StatusBar.NetworkController( 1206): refreshSignalCluster - setNWBoosterIndicators(false)
D/StatusBar.NetworkController( 1206): applyJPN
D/StatusBar.NetworkController( 1206): refreshSignalCluster - setNWBoosterIndicators(false)
D/StatusBar.NetworkController( 1206): applyJPN
D/StatusBar.NetworkController( 1206): refreshSignalCluster - setNWBoosterIndicators(false)
D/StatusBar.NetworkController( 1206): applyJPN
D/StatusBar.NetworkController( 1206): refreshSignalCluster - setNWBoosterIndicators(false)
D/StatusBar.NetworkController( 1206): applyJPN
D/SecContentProvider2(  869): uri = 11 selection = getMyKnoxAdmin
D/SecContentProvider2(  869): mCursor = null
